Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,Sub-Domain,date,type,number
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-09-28,Cumulative_Cases,47303.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-10-05,Cumulative_Cases,103160.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-10-12,Cumulative_Cases,169677.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-10-19,Cumulative_Cases,234554.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-10-26,Cumulative_Cases,289736.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-11-02,Cumulative_Cases,331405.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-11-09,Cumulative_Cases,363289.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-11-16,Cumulative_Cases,385527.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-11-23,Cumulative_Cases,407407.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-11-30,Cumulative_Cases,426333.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-12-07,Cumulative_Cases,443149.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-12-14,Cumulative_Cases,457303.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-12-21,Cumulative_Cases,472802.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2009-12-28,Cumulative_Cases,472802.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-01-04,Cumulative_Cases,487127.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-01-11,Cumulative_Cases,501035.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-01-18,Cumulative_Cases,515476.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-01-25,Cumulative_Cases,530273.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-02-01,Cumulative_Cases,546150.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-02-08,Cumulative_Cases,561458.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-02-15,Cumulative_Cases,576228.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-02-22,Cumulative_Cases,592508.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-03-01,Cumulative_Cases,607273.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-03-08,Cumulative_Cases,621776.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-03-15,Cumulative_Cases,634630.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-03-22,Cumulative_Cases,645910.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-03-29,Cumulative_Cases,656246.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-04-05,Cumulative_Cases,664882.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-04-12,Cumulative_Cases,673444.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-04-19,Cumulative_Cases,681702.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-04-26,Cumulative_Cases,690191.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-05-03,Cumulative_Cases,698048.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-05-10,Cumulative_Cases,705781.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-05-17,Cumulative_Cases,713209.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-05-24,Cumulative_Cases,720100.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-05-31,Cumulative_Cases,726486.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-06-07,Cumulative_Cases,732183.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-06-14,Cumulative_Cases,737264.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-06-21,Cumulative_Cases,742530.0
Orthomyxovididae,"Influenza A, B, and C Virus",,AMRO,United States,,,2010-06-28,Cumulative_Cases,747144.0
